"keyword","text","retweet_count","favourites_count","created_at","user_name"
"news","RT @savanjul098: ⚠️PLEASE IF YOURE 18+. GOO VOTEEE FOR BETO HE IS SUCH A GOOD MAN AND WE NEED TO VOTE NASTY MAN OUT ⚠️ https://t.co/NuBO33T…",0,41589,"2018-10-09T13:20:44.000Z","alina"
"news","RT @emkayess: Heres the @BBCR1 news segment on #BTS if anyone missed it! @UKBTSARMATION @BTSUKUNITE 
#BTSinLondon #KeepCalmAndCarryOn https…",0,35614,"2018-10-09T13:20:49.000Z","🌸Samantha Kendall🌸"
"news","RT @NatalieTexas: That is GREAT news!!  Cannot wait to celebrate the #CruzVictory!!

#VoteTedCruz2018 

#KeepTexasRed 

#ChooseCruz https:/…",0,35261,"2018-10-09T13:20:45.000Z","Citizen Kaine🌹"
"news","RT @savanjul098: ⚠️PLEASE IF YOURE 18+. GOO VOTEEE FOR BETO HE IS SUCH A GOOD MAN AND WE NEED TO VOTE NASTY MAN OUT ⚠️ https://t.co/NuBO33T…",0,35141,"2018-10-09T13:20:46.000Z","vic"
"news","RT @AlterNet: Fox &amp; Friends Deletes Tweet Claiming Trump’s Approval 'Soared' to 41 Percent After Getting Ruthlessly Mocked https://t.co/JWT…",0,34557,"2018-10-09T13:20:47.000Z","Gene Coderre"
"news","RT @SheriffClarke: Spoken like a true SOCIALIST. These people are serious and DANGEROUS to our republic. They want to obliterate the US Con…",0,32046,"2018-10-09T13:20:50.000Z","Jake Williams"
"news","RT @AngryBlackLady: If you’re looking for a law podcast that will explain what the fuck just happened with Barnaby Kavanaugh, but you don’t…",0,31872,"2018-10-09T13:20:42.000Z","Imani Gandy o—€"
"news","RT @parvaneieAbi: End the censorship of RESTART OPPOSITION. Stop giving fake news to the people.
#StopCensoringRestart
@edhenry
@stevehilto…",0,31316,"2018-10-09T13:20:44.000Z","3pid"
"news","RT @NobelPrize: BREAKING NEWS: 
The Royal Swedish Academy of Sciences has decided to award the Sveriges Riksbank Prize in Economic Sciences…",0,28151,"2018-10-09T13:20:49.000Z","joy"
"news","@gorskon @MaxBoot It took my friend about 5 years to finally say Bush was wrong. He then registered decline to stat… https://t.co/Y6TnJnOTSn",0,28076,"2018-10-09T13:20:44.000Z","Erin🕊🇺🇸☮ 🌊"
"news","@rodrikdani Seems like a fake account. First followed accounts by him are some Arabic news and politicians, later F… https://t.co/IDjlKdjy0A",0,27290,"2018-10-09T13:20:48.000Z","Maciej Skrzynecki"
"news","RT @SamoaRugby: New coach Steve Jackson has sprung few surprises in a naming his Manu Samoa squad for next month's Northern Hemisphere Tour…",0,26386,"2018-10-09T13:20:48.000Z","Fashy Smith"
"news","RT @GauravGogoiAsm: It is the moral duty of a person holding an important office in the government to respond to serious questions regardin…",0,24630,"2018-10-09T13:20:41.000Z","Amarnath Mukherjee 15"
"news","RT @elderofziyon: Earliest known stone carving of Hebrew word ‘Jerusalem’ found near city entrance https://t.co/kNjqb8SRt2 

In other news,…",0,23429,"2018-10-09T13:20:47.000Z","Jeffofalltrades🇿"
"news","Hoping that Trump will move Fox HQ closer to his *Southern White House* so @GOP's god-smitey hurricanes can be more… https://t.co/CkNOlMrCrX",0,22159,"2018-10-09T13:20:49.000Z","RozaneAtHome"
"news","Passenger jailed for air rage cabin attendant death threat
https://t.co/qawiaa3Vox
+1 UKBot #UK #news",0,21269,"2018-10-09T13:20:47.000Z","UK News Plow"
"news","RT @sportbible: The WBC have confirmed the news. The fight every boxing fan wanted! 🥊 https://t.co/sEL1MuH4Od",0,20364,"2018-10-09T13:20:47.000Z","Milutin Vukovic 🇲🇪"
"news","RT @privateofficer: UPDATE: Woman tries to ram cop at Chandler school https://t.co/1E0ha9pWfu @privateofficer #PrivateOfficerNews https://t…",0,19438,"2018-10-09T13:20:49.000Z","HClary"
"news","RT @spacecrone: please keep this in mind if you feel personally overly-responsible for climate change because you use an air conditioner or…",0,19413,"2018-10-09T13:20:45.000Z","AmericanTruckSongs8"
"news","RT @Erin_KellyMT: Won’t anyone report how much money the cigarette industry gives the MT Republican Party &amp; their ties with tobacco lobbyis…",0,19375,"2018-10-09T13:20:48.000Z","GopherGrad 🌎Call Congress (202) 224-3121"
"news","RT @Keque_Mage: US student detained in Israel for alleged boycott support
MUH FREEZE PEACH!!!!!!!
Israel has held an American graduate stud…",0,19337,"2018-10-09T13:20:49.000Z","Kieberoth"
"news","RT @freedom_moates: BREAKING NEWS: Kanye West to have lunch with President Trump today and later will meet with Jared Kushner. “Topics of d…",0,18839,"2018-10-09T13:20:45.000Z","Chris Hagan"
"news","RT @DonaldJTrumpJr: Weird that it’s no problem for her but when a conservative does something similar there are out for blood and don’t for…",0,18257,"2018-10-09T13:20:48.000Z","Rex Capps"
"news","Honest FCC Advert Net Neutrality https://t.co/5S2WR5zkfO https://t.co/OAYzMOpVI9",0,18074,"2018-10-09T13:20:42.000Z","OccuWorld ❌"
"news","The Ingraham Angle 10/8/18 | Breaking Fox News | October 8, 2018 https://t.co/qutJvitU1O via @YouTube",0,17114,"2018-10-09T13:20:42.000Z","Tru Justice"
"news","RT @karma1244: FBI, DoJ Caught Redacting Key Documents Implicating Hillary Clinton, DNC-
https://t.co/fD2fgVTucE
Via - @NeonNettle
#NeonNet…",0,16585,"2018-10-09T13:20:42.000Z","GalRN (Dreg of Society Nurse ~ per JoeBiden)"
"news","RT @EndGameWW3: Possibility of chemical attack in U.K. getting closer, says security minister - Europe - https://t.co/F3h9ktVvwK https://t.…",0,16579,"2018-10-09T13:20:48.000Z","The Angel's sword"
"news","RT @RavenElyseTV: BREAKING NEWS: being an adult is expensive af so you might wanna start preparing for it while you’re still in school if y…",0,14956,"2018-10-09T13:20:46.000Z","SpoopyK👻"
"news","RT @JoshStein_: My office will not tolerate any business that exploits a natural disaster to gouge people. I’m proud of my team for shuttin…",0,14567,"2018-10-09T13:20:43.000Z","NC Gardener"
"news","RT @ShineMyGold: some bad news for single people https://t.co/WpFWhw3yaN",0,14278,"2018-10-09T13:20:49.000Z","jack-ie"
"news","RT @humancoinnet: Our Telegram chat has been temporarily blocked. We have contacted Telegram support service to help us and hope it will be…",0,13049,"2018-10-09T13:20:46.000Z","Silent Hodler #JibbitICO #RAYSNetwork"
"news","""A Star is Reborn"" - Roy Orbison reemerges with a tribute in Bradley Cooper’s Hit Musical!

#AStarIsBorn… https://t.co/VurOMmsEjS",0,12663,"2018-10-09T13:20:50.000Z","Roy Orbison Jr"
"news","RT @kurteichenwald: ...and by the way, they are rejecting electronic signatures for ONLINE registrations. Perhaps they want people to sign…",0,12539,"2018-10-09T13:20:46.000Z","D. E. Park"
"news","RT @TBTCDublin: €60million increase to fund emergency accommodation, €121million increase in HAP.
Both of these will allow the Govt to funn…",0,12315,"2018-10-09T13:20:44.000Z","The ER Boxset Owner"
"news","RT @minmeraki: [NEWS]
Recently k-media has reported the estimated annual revenue of @BTS_twt to be over ₩100B (USD 88M). Predicted each mem…",0,12207,"2018-10-09T13:20:48.000Z","♡ LOVE IS THE ANSWER ♡"
"news","When the story broke out months ago, hypocrites and never do well pple like @adeyanjudeji and @rosanwo tried to sti… https://t.co/IUGoQkKVez",0,11880,"2018-10-09T13:20:44.000Z","abayomi gbeleyi"
"news","RT @TeaPainUSA: ALERT: Tomorrow Trump and Fox News begin their next big disinformation campaign designed to undermine the Mueller probe.  H…",0,11193,"2018-10-09T13:20:50.000Z","Marsh Munroe."
"news","RT @jdgmntlgay: tomorrow is the LAST day to register to vote in texas!!! don’t fuck it up texas https://t.co/WCG1Lmuoqr",0,10346,"2018-10-09T13:20:47.000Z","Bert"
"news","RT @news10nbc: Warning from doctors: Hand, foot, and mouth disease spreading in New York schools. A local doctor explains what you need to…",0,10245,"2018-10-09T13:20:48.000Z","Diana"
"news","RT @EXOGlobal: [NEWS] 181009 '100 Days My Prince' Doh KyungSoo♥ Nam JiHyun, First Kiss Ending... 'Viewer Rating of 11%' with the Most Flutt…",0,10236,"2018-10-09T13:20:44.000Z","Love Fotball"
"news","RT @amandatnt03: With the climate change news that just came out, I wanted to remind everyone of this fact https://t.co/DG3JiLps9q",0,9948,"2018-10-09T13:20:43.000Z","🎃💀Spooky Mery👻🎃🍂"
"news","RT @TeaPainUSA: ALERT: Tomorrow Trump and Fox News begin their next big disinformation campaign designed to undermine the Mueller probe.  H…",0,9906,"2018-10-09T13:20:42.000Z","Ms. Mama Stitch"
"news","RT @bjcreigh: Fox News thinks Taylor Swift should stick to entertaining and keep her political opinions to herself.

This comes less than a…",0,9802,"2018-10-09T13:20:42.000Z","gloria thompson"
"news","RT @totalBarca: Vote for Lionel Messi.

Why? Cause he’s the best in the world.

https://t.co/nQFSftPL6o",0,9767,"2018-10-09T13:20:43.000Z","elise"
"news","RT @FCBNewsRoom: Salah's fans were out in force to start, but Messi FC has come storming back. But I'm not asking you to vote for Messi bec…",0,9767,"2018-10-09T13:20:46.000Z","elise"
"news","RT @EdKrassen: According to @FoxNews, Taylor Swift coming out in support of women and standing with Democrats in Tennessee is a ""virtue sig…",0,9516,"2018-10-09T13:20:48.000Z","joan howell"
"news","RT @pbump: Here's the story, which came out on the day of his inauguration. https://t.co/zyluU1VYVV",0,9357,"2018-10-09T13:20:45.000Z","Watch Dog"
"news","RT @RealSaavedra: ""One academic study showed that as many as 40 percent of sexual assault charges are false."" https://t.co/gHruub1pvm",0,9088,"2018-10-09T13:20:46.000Z","William Griffith"
"news","@IAmUrOpiate28 Here ya go",0,9085,"2018-10-09T13:20:45.000Z","Melissa Swauncy 🇳🇱🇸🇷"
"news","RT @kylegriffin1: NBC News: Trump's tariffs have already cost Ford $1B; now it's planning layoffs. https://t.co/5PGNqeuu8v",0,8922,"2018-10-09T13:20:42.000Z","Hal Gumbert ⛺️🌴"
"news","RT @YEONKI_MIN: hm before this goes out of hand..,. yoongi had to leave because he got some family related news in the car about a 경조사 whic…",0,8815,"2018-10-09T13:20:45.000Z","woman like jen"
"news","RT @KEEMSTAR: Yeah, PhillyD has a whole office of people. That gather news, research &amp; edit his videos. I DO ALL THE WORK MYSELF! I have a…",0,8468,"2018-10-09T13:20:45.000Z","KS 451"
"news","He wants to ruin everything",0,8297,"2018-10-09T13:20:42.000Z","Karen"
"news","Here is the full report https://t.co/dLER4Raitf",0,8269,"2018-10-09T13:20:43.000Z","Ahmed Kage"
"news","RT @TorontoStar: Canada’s spy agency re-evaluated the threat posed by the far right after the 2017 mosque shooting in Quebec, and now new d…",0,7847,"2018-10-09T13:20:44.000Z","Torontonian🇨🇦🌷🌻"
"news","RT @WhiteRibbonScot: Well said @NeilMackay . @WhiteRibbonScot invite men who do not perpetrate abuse to stand up and be counted; to state t…",0,7657,"2018-10-09T13:20:44.000Z","Steven 'K'"
"news","RT @ShineMyGold: some bad news for single people https://t.co/WpFWhw3yaN",0,7647,"2018-10-09T13:20:44.000Z","Samit Basu"
"news","RT @EdKrassen: According to @FoxNews, Taylor Swift coming out in support of women and standing with Democrats in Tennessee is a ""virtue sig…",0,7387,"2018-10-09T13:20:43.000Z","Janet George"
"news","@Newsweek As voters are finally beginning to recognize fiscal shell game that #GOP has been playing, it’s not becau… https://t.co/HdQDOfPR3B",0,7138,"2018-10-09T13:20:42.000Z","Debra Hale"
"news","RT @bjcreigh: Fox News thinks Taylor Swift should stick to entertaining and keep her political opinions to herself.

This comes less than a…",0,7121,"2018-10-09T13:20:50.000Z","Kevin J. Kline 🌊 🌊🌊"
"news","RT @lisaabramowicz1: ""Stay calm, everyone. We know what we're doing,"" says Italy's leadership.  https://t.co/Hvg7esdeBB Market response: ""U…",0,7054,"2018-10-09T13:20:41.000Z","Simibit"
"news","RT @mlcalderone: NYT found the president ""participated in dubious tax schemes,"" including ""outright fraud,"" in its year-long investigation.…",0,7012,"2018-10-09T13:20:42.000Z","MsVagrant 🇨🇦"
"news","RT @BaderAbrahams87: @tomfriedman They should also look at previous @washingtonpost articles like this one 

https://t.co/pbqUkeI3qq

Let m…",0,6932,"2018-10-09T13:20:42.000Z","🇸🇦MBS الدوسري"
"news","RT @morningpassages: It is said that Busted season 2 will be released after new year in the confirmation news that came out last month. Whi…",0,6780,"2018-10-09T13:20:45.000Z","denise🤓"
"news","RT @IOL: Cape Town commuters can expect delays of 60 minutes after a train fire at Cape Town station in which #Metrorail says another eight…",0,6592,"2018-10-09T13:20:42.000Z","DR Dees"
"news","RT @PrisonPlanet: 17-year-old hangs himself after after false allegations of rape were made against him. His mother then hangs herself too.…",0,6589,"2018-10-09T13:20:48.000Z","The Funky Dragon"
"news","RT @DanCardenMP: 1/ Austerity isn't over. It rolls on, piling misery on our communities. Let's take a closer look at some of the Government…",0,5732,"2018-10-09T13:20:43.000Z","cAMERON"
"news","RT @soledadobrien: Trade wars are easy to win. https://t.co/v43Avw8LlQ",0,5318,"2018-10-09T13:20:45.000Z","Bill Wetzel"
"news","RT @newstruthliz: Increasing #IncomeInequality may affect the #US's #credit #rating, as it is likely to affect the #government's #financial…",0,5317,"2018-10-09T13:20:49.000Z","SGIrish92"
"news","RT @SubjectKpop: TWICE are recording for a NHK program on 18th October and is asking for ONCE Japan W members to attend (by lottery) 😳 http…",0,4981,"2018-10-09T13:20:48.000Z","DARYL"
"news","Holocaust Expert Sees Mitch McConnell As America’s “Gravedigger Of Democracy” - The Intellectualist https://t.co/cThCTEd90R",0,4876,"2018-10-09T13:20:49.000Z","Linell Grundman"
"news","$mdtr the news was huge !!!!! $acol = $mdtr 🚀🚀🚀 the biggest #cannabis packaging company I believe in the world… https://t.co/DTY7RKbYhZ",0,4796,"2018-10-09T13:20:43.000Z","Pennystock Mcmillion"
"news","RT @TheBabylonBee: 'Kavanaugh Doesn't Have The Right Temperament!' Screams Protester Lobbing Grenade Outside Supreme Court
https://t.co/kbe…",0,4553,"2018-10-09T13:20:50.000Z","Zachary Holland"
"news","RT @TheStalwart: Treasury yields are at a fresh 7-year high https://t.co/KqXucHTKxm https://t.co/2Lsl5AmWqW",0,4531,"2018-10-09T13:20:48.000Z","Charles Hudson"
"news","RT @F3Cup: F3 Cup's 2018 Champion will be crowned at the final round this weekend at @SilverstoneUK, with the season culminating in a three…",0,4499,"2018-10-09T13:20:49.000Z","Neil Lloyd"
"news","RT @mtvasia: .@NCTsmtown_127's moving on up 🙌 https://t.co/nYQVtTuCnG",0,4390,"2018-10-09T13:20:43.000Z","f, ☁️"
"news","RT @TamarWrites: .@LAY_zhang_ released #GiveMeAChance's music video as a birthday gift to his fans, and it's pretty damn sexy (especially i…",0,4349,"2018-10-09T13:20:43.000Z","lunarain"
"news","RT @Radio702: Paul O'Sullivan claims journalists Stefan Hofstatter and Mzilikazi wa Afrika were paid money to push fake news stories at #Su…",0,4333,"2018-10-09T13:20:45.000Z","Tumelo Mapaa"
"news","RT @charlieINTEL: NEWS: Several retailers worldwide opening at 6PM local time on Oct 11 for Black Ops 4 launch, allowing players additional…",0,4119,"2018-10-09T13:20:50.000Z","Robert"
"news","RT @gabedelahaye: You gotta take the good news wherever you can these days. https://t.co/13lPM09wxU",0,4100,"2018-10-09T13:20:49.000Z","✨ liv 🔮"
"news","Thomas, Norman get into Twitter battle - https://t.co/kaEtB8fEG1 https://t.co/0CPF1XCOx6",0,4071,"2018-10-09T13:20:50.000Z","Tailgate Ted"
"news","RT @LondonEconomic: MPs have enjoyed a 17 per cent hike in their salary over the last 10 years while the police, teachers and nurses have s…",0,3953,"2018-10-09T13:20:44.000Z","wchannah"
"news","RT @savanjul098: ⚠️PLEASE IF YOURE 18+. GOO VOTEEE FOR BETO HE IS SUCH A GOOD MAN AND WE NEED TO VOTE NASTY MAN OUT ⚠️ https://t.co/NuBO33T…",0,3906,"2018-10-09T13:20:48.000Z","krista✨"
"news","RT @XXL: Trippie Redd slams Vic Mensa for his cypher at the BET Hip Hop Awards that reportedly dissed XXXTentacion https://t.co/xV0TKuxVGs",0,3742,"2018-10-09T13:20:42.000Z","Gentry Jefferson"
"news","RT @switbloom: Novartis is looking to strengthen its ties with tech startups as giants like Apple, Google and Amazon advance rapidly into t…",0,3703,"2018-10-09T13:20:44.000Z","John J. Edwards III"
"news","Souper news for fans of this local kosher favorite.",0,3551,"2018-10-09T13:20:49.000Z","Sixth & I"
"news","RT @caitlinmoran: As libraries started to close, people said, ""The young get all their information from the internet. So we don't need libr…",0,3524,"2018-10-09T13:20:46.000Z","Danielle Yardy"
"news","RT @SusanBordo: To the MSM: 
Stop shaking your heads w. talk of a “new low.” 
Stop producing polls &amp; asking whether this will help or hurt…",0,3295,"2018-10-09T13:20:46.000Z","Jlmaz"
"news","RT @savanjul098: ⚠️PLEASE IF YOURE 18+. GOO VOTEEE FOR BETO HE IS SUCH A GOOD MAN AND WE NEED TO VOTE NASTY MAN OUT ⚠️ https://t.co/NuBO33T…",0,3214,"2018-10-09T13:20:42.000Z","Grainne Doyle"
"news","RT @savanjul098: ⚠️PLEASE IF YOURE 18+. GOO VOTEEE FOR BETO HE IS SUCH A GOOD MAN AND WE NEED TO VOTE NASTY MAN OUT ⚠️ https://t.co/NuBO33T…",0,3162,"2018-10-09T13:20:43.000Z","T a y l o r."
"news","RT @emkayess: Heres the @BBCR1 news segment on #BTS if anyone missed it! @UKBTSARMATION @BTSUKUNITE 
#BTSinLondon #KeepCalmAndCarryOn https…",0,3016,"2018-10-09T13:20:46.000Z","탱"
"news","RT @helloitsliam: Windows 10 Ransomware Protection Bypassed Using DLL Injection https://t.co/jaiQzZH2jp",0,2729,"2018-10-09T13:20:45.000Z","Sass, Dávid"
"news","RT @Rolnikov: What editor sees the leader of the Women's Equality Party saying 'women must stand for women' and thinks, what she should act…",0,2097,"2018-10-09T13:20:47.000Z","Ciaran Donaghy"
"news","Man charged after mother and daughter fatally stabbed in quiet village https://t.co/zXEio5uEEW via @MailOnline
Why?… https://t.co/gpetOgy5BT",0,1947,"2018-10-09T13:20:46.000Z","Susan Okafor"
"news","RT @emkayess: Heres the @BBCR1 news segment on #BTS if anyone missed it! @UKBTSARMATION @BTSUKUNITE 
#BTSinLondon #KeepCalmAndCarryOn https…",0,1809,"2018-10-09T13:20:42.000Z","♡ ♡ ♡"
"news","@AriFleischer I read the WSJ, but I can’t watch TV news. It’s all about Trump good or bad and I just don’t care to… https://t.co/ab6L7s0SqB",0,1610,"2018-10-09T13:20:50.000Z","J Paddy Martin"
"news","RT @tom_watson: Today's intervention by @HillaryClinton on Russian involvement in the EU referendum exposes our government's deafening sile…",0,1537,"2018-10-09T13:20:44.000Z","A M Spalding"
"news","RT @LeonardCheshire: People with hearing loss continue to face barriers when applying for jobs and in the workplace, according to charity @…",0,1537,"2018-10-09T13:20:49.000Z","Enhance The UK"
"news","RT @SubjectKpop: TWICE are recording for a NHK program on 18th October and is asking for ONCE Japan W members to attend (by lottery) 😳 http…",0,1507,"2018-10-09T13:20:47.000Z","ananda #EleNão🐧"
"news","RT @ruby_gem: Great mention of my beloved @PopupBikes. 

Wonder if this was a paid for shoe-in from Landlease with the Cladding Scandal @br…",0,1484,"2018-10-09T13:20:46.000Z","Katie Kelly"
"news","RT @TBBJVeronica: #Florida #Aquarium adds another new exec to its team https://t.co/UYIitZr04C via @tbbjnewsroom",0,1427,"2018-10-09T13:20:46.000Z","Pam TBBJ"
"news","RT @jeremycorbyn: This heartless Tory Government is tearing lives apart.

https://t.co/mfBLKnl2w6",0,1322,"2018-10-09T13:20:45.000Z","stephen j macdonald"
"news","RT @DirectViewInc: DirectView News $DIRV https://t.co/NhHL2WGOyR https://t.co/NhHL2WGOyR",0,1304,"2018-10-09T13:20:48.000Z","Climbhigh"
"news","New updates this week from Process Hackers @sarahcpr, @kwiefling, @sidehustlepro, @PaceSmith, @coachmalek,… https://t.co/tD4rM97DQt",0,1256,"2018-10-09T13:20:47.000Z","ℳ. David Green"
"news","RT @CHRI_UK: RT @AIIndia: Congrats @BinaNepram.
This is what it means to be #BRAVE.

It’s not easy for someone to stand up for truth and ju…",0,1145,"2018-10-09T13:20:49.000Z","Binalakshmi Nepram"
"news","RT @AUSAorg: Catch up on #AUSA2018 Day 1 news by checking out our dedicated Annual Meeting news page: https://t.co/SyGTFXuv4z https://t.co/…",0,1117,"2018-10-09T13:20:43.000Z","Nadja West"
"news","RT @France_Paris10: Stop sharing your good news until AFTER it has already been established. Whether it is a job, baby, relationship, marri…",0,1040,"2018-10-09T13:20:46.000Z","Nic-Nic ❤️"
"news","RT @pattonoswalt: Dear @cnn, @msnbc, @FoxNews, @nytimes, @washingtonpost, @VICE — This. This is all you have to cover from now on. You know…",0,1006,"2018-10-09T13:20:43.000Z","Judy Williams"
"news","RT @GoogleUK: Hey you, we’ve got some big news. Tune in 9 Oct at 4pm. We’ll be live streaming it all right here https://t.co/RkX7YxACog #ma…",0,937,"2018-10-09T13:20:46.000Z","A_Blessing4All"
"news","@Acosta This is about paid protesters Acosta. I don’t know—maybe there’s a news story in there somewhere?  Not that you’d care, you hack.",0,916,"2018-10-09T13:20:42.000Z","Rob B 🇺🇸"
"news","RT @mitchellvii: #SLOWWALKERISREAL - TICK-TOCK... Sean Hannity Warns Audience and Deep State, ""It's Going to Be Another Big Breaking News W…",0,882,"2018-10-09T13:20:45.000Z","Mr. Common Sense"
"news","RT @KIMTAEHYUNGBAR_: We feel excited that the project has received so much attentionㅠㅠㅠㅠ We will always do our best to support taehyung. We…",0,773,"2018-10-09T13:20:45.000Z","Dirhemsu_95"
"news","So a lock of me ex’s are free now?",0,715,"2018-10-09T13:20:49.000Z","Matty Smith"
"news","RT @CricketStrength: Our first fast bowlers profiling day was a a belter https://t.co/jo7Q35WGUt",0,697,"2018-10-09T13:20:44.000Z","Sports Performance"
